answer_id,question_id,answer_text,is_correct
110,30,"Подзапросы в PostgreSQL бывают двух видов: некоррелированные и скалярные.
1. Некоррелированные подзапросы — работают независимо, их можно выполнить отдельно. Они просто возвращают данные, которые используются в основном запросе.
2. Скалярные подзапросы — зависят от данных из внешнего запроса. Выполняются для каждой строки внешнего запроса, поэтому могут быть медленными.
💡 Важно: В официальной документации PostgreSQL чёткого разделения на такие типы нет — это скорее общепринятые термины из SQL-стандартов и литературы. Единственное, что явно упоминается в документации PostgreSQL, — это скалярные подзапросы",False
111,30,"Подзапросы в PostgreSQL бывают трех видов: коррелированные и скалярные.
1. Коррелированные подзапросы — зависят от данных из внешнего запроса. Выполняются для каждой строки внешнего запроса, поэтому могут быть медленными.
2. Скалярные подзапросы — работают независимо, их можно выполнить отдельно. Они просто возвращают данные, которые используются в основном запросе.
💡 Важно: В официальной документации PostgreSQL чёткого разделения на такие типы нет — это скорее общепринятые термины из SQL-стандартов и литературы. Единственное, что явно упоминается в документации PostgreSQL, — это скалярные подзапросы",False
112,30,"Подзапросы в PostgreSQL бывают двух видов: вложенные и скалярные.
1. Вложенные подзапросы — это просто подзапросы внутри других запросов.
2. Скалярные подзапросы — это подзапросы, которые возвращают одно значение.
💡 Важно: Единственное, что явно упоминается в документации PostgreSQL, — это скалярные подзапросы ",False
113,31,"Когда объединяешь крошечную таблицу с огромной, хочется, чтобы запрос работал быстро, а сервер не задыхался. Вот несколько проверенных способов:
1. Начни с маленькой таблицы – PostgreSQL любит строить планы на основе первой таблицы в JOIN, так что правильный порядок может помочь.
2. Выбирай правильный JOIN – INNER JOIN быстрее, если нужны только совпадающие строки. LEFT JOIN тянет все из левой таблицы, даже если справа ничего нет, что может быть тяжелее.
3. Фильтруй данные заранее – подзапросы, WHERE, LIMIT или CTE (WITH ... AS) помогут уменьшить объем данных перед JOIN.
4. Индексы решают всё – особенно если JOIN идёт по неуникальным колонкам. Проверь, есть ли индексы на ключевых полях.
5. Анализируй план запроса (EXPLAIN ANALYZE) – PostgreSQL покажет, где узкое место. Возможно, стоит поменять порядок JOIN, добавить индекс или переписать логику.
Главное – не бояться экспериментировать и проверять, что реально ускоряет выполнение запроса. И оптимизировать всегда на данных на проде, заранее не надо.",True
114,31,"Когда объединяешь крошечную таблицу с огромной, важно учитывать несколько факторов:
1. Используй правильный тип JOIN – например, FULL JOIN может быть медленным на больших объемах данных.
2. Убедись, что на ключевых полях есть индексы – это ускорит выполнение запроса.
3. Используй подзапросы для фильтрации данных – это поможет уменьшить объем данных перед JOIN.
4. Анализируй план запроса (EXPLAIN ANALYZE) – это поможет выявить узкие места и оптимизировать запрос.
5. Рассмотри возможность использования представлений (VIEW) – это может упростить запрос и улучшить производительность.",False
115,31,"Когда объединяешь крошечную таблицу с огромной, важно учитывать несколько факторов:
1. Используй правильный тип JOIN – например, RIGHT JOIN может быть медленным на больших объемах данных.
2. Убедись, что на ключевых полях есть индексы – это ускорит выполнение запроса.
3. Используй подзапросы для фильтрации данных – это поможет уменьшить объем данных перед JOIN.
4. Анализируй план запроса (EXPLAIN ANALYZE) – это поможет выявить узкие места и оптимизировать запрос.
5. Рассмотри возможность использования CTE (WITH ... AS) – это может упростить запрос и улучшить производительность.",False
116,31,"Когда объединяешь крошечную таблицу с огромной, важно учитывать несколько факторов:
1. Используй правильный тип JOIN – например, CROSS JOIN может быть медленным на больших объемах данных.
2. Убедись, что на ключевых полях есть индексы – это ускорит выполнение запроса.
3. Используй подзапросы для фильтрации данных – это поможет уменьшить объем данных перед JOIN.
4. Анализируй план запроса (EXPLAIN ANALYZE) – это поможет выявить узкие места и оптимизировать запрос.
5. Рассмотри возможность использования LIMIT – это может упростить запрос и улучшить производительность.",False
117,32,"Составной (он же многоколонный или многостолбцовый) индекс — это индекс, который покрывает сразу несколько колонок таблицы. Он нужен, когда часто выполняются запросы с фильтрацией (WHERE), сортировкой (ORDER BY) или JOIN, использующими несколько полей. Идеально, если индекс действительно помогает реальным запросам, а не просто создается ""на всякий случай"". 😊",True
118,32,"Составной (он же многоколонный или многостолбцовый) индекс — это индекс, который создается на основе одной колонки таблицы. Он нужен для ускорения выполнения запросов, часто использующих эту колонку в условиях фильтрации (WHERE) или сортировки (ORDER BY) или JOIN.",False
119,32,"Составной (он же многоколонный или многостолбцовый) индекс — это индекс, который создается на основе нескольких таблиц. Он нужен для ускорения выполнения запросов, использующих JOIN между этими таблицами. Порядок индексов при этом не важен",False
120,32,"Составной (он же многоколонный или многостолбцовый) индекс — это индекс, который создается на основе нескольких колонок таблицы. Он нужен для ускорения выполнения запросов, использующих эти колонки в условиях фильтрации (WHERE), сортировки (ORDER BY) или JOIN. Порядок индексов при этом не важен и он не рекомендуется для использования, так как может замедлить обновление данных.",False
121,33,"1. Используем B-tree. Потомочто он идеально подходит для точных сравнений (=) и диапазонных условий (>=, <). Это стандартный индекс, который PostgreSQL умеет эффективно использовать.
2. Какая последовательность колонок в индексе?

CREATE INDEX idx_town_time ON trip (town_from, time_out);

потому что:
- Фильтрация по town_from первой потому что это кардинально уменьшает выборку, если в базе есть тысячи разных городов.
- Фильтрация по time_out после town_from работает на оставшемся подмножестве, что даёт максимальную эффективность.

3. Стоит ли менять порядок условий в WHERE?
❌ Нет, порядок условий в запросе не влияет на использование индекса – оптимизатор PostgreSQL сам решает, как применять индекс.

Используем B-tree с индексом (town_from, time_out), и запрос начинает работать намного быстрее 🚀",True
122,33,"1. Используем B-tree. Потомочто он идеально подходит для точных сравнений (=) и диапазонных условий (>=, <). Это стандартный индекс, который PostgreSQL умеет эффективно использовать.
2. Какая последовательность колонок в индексе?

CREATE INDEX idx_time_town ON trip (time_out, town_from);

потому что:
- Фильтрация по time_out первой потому что это кардинально уменьшает выборку, если в базе есть тысячи разных временных интервалов.
- Фильтрация по town_from после time_out работает на оставшемся подмножестве, что даёт максимальную эффективность.

3. Стоит ли менять порядок условий в WHERE?
❌ Нет, порядок условий в запросе не влияет на использование индекса – оптимизатор PostgreSQL сам решает, как применять индекс.

Используем B-tree с индексом (time_out, town_from), и запрос начинает работать намного быстрее 🚀",False
123,33,"1. Используем B-tree. Потомочто он идеально подходит для точных сравнений (=) и диапазонных условий (>=, <). Это стандартный индекс, который PostgreSQL умеет эффективно использовать.
2. Какая последовательность колонок в индексе?

CREATE INDEX idx_town_time ON trip (town_from, time_out);

потому что:
- Фильтрация по town_from первой потому что это кардинально уменьшает выборку, если в базе есть тысячи разных городов.
- Фильтрация по time_out после town_from работает на оставшемся подмножестве, что даёт максимальную эффективность.

3. Стоит ли менять порядок условий в WHERE?
✅ Да лучше поменять порядок условий в запросе и заодно создать запрос в таком же порядке

Используем B-tree с индексом (town_from, time_out), и запрос начинает работать намного быстрее 🚀",False
124,33,"1. Используем BRIN. Потомочто он идеально подходит для работы с большими таблицами, где данные имеют естественный порядок, а timestamp отлично укладывается в это определение.
2. Какая последовательность колонок в индексе?

CREATE INDEX idx_time_town ON trip (time_out, town_from);

потому что:
- Фильтрация по time_out первой потому что это кардинально уменьшает выборку, если в базе есть тысячи разных временных интервалов.
- Фильтрация по town_from после time_out работает на оставшемся подмножестве, что даёт максимальную эффективность.

3. Стоит ли менять порядок условий в WHERE?
❌ Нет, порядок условий в запросе не влияет на использование индекса – оптимизатор PostgreSQL сам решает, как применять индекс.

Используем BRIN с индексом (time_out, town_from), и запрос начинает работать намного быстрее 🚀",False
125,34,"CTE (Common Table Expression) – это такой ""мини-запрос"" внутри основного запроса. Работает через WITH, создавая временную таблицу, которая существует только во время выполнения запроса.
✅ Улучшает читаемость кода – запросы становятся структурированными и понятными.
✅ Позволяет избежать дублирования логики, если один и тот же подзапрос нужен несколько раз.
✅ Упрощает разбитие сложных вычислений на отдельные шаги.
⚠️ Важно:
- CTE не всегда работает быстрее подзапросов или JOIN – зависит от конкретного случая.
- Если CTE слишком большой, лучше использовать индексированные временные таблицы или материализованные CTE (MATERIALIZED в PostgreSQL 12+)",True
126,34,"CTE (Common Table Expression) – это временная таблица, которая создается с помощью команды CREATE TEMP TABLE и существует только во время выполнения запроса.
✅ Улучшает читаемость кода – запросы становятся структурированными и понятными.
✅ Позволяет избежать дублирования логики, если один и тот же подзапрос нужен несколько раз.
✅ Упрощает разбитие сложных вычислений на отдельные шаги.
⚠️ Важно:
- CTE всегда работает быстрее подзапросов или JOIN.
- Если CTE слишком большой, лучше использовать индексированные временные таблицы.",False
127,34,"CTE (Common Table Expression) – это подзапрос, который выполняется до основного запроса и используется для создания временной таблицы, которая существует только во время выполнения запроса.
✅ Улучшает читаемость кода – запросы становятся структурированными и понятными.
✅ Позволяет избежать дублирования логики, если один и тот же подзапрос нужен несколько раз.
✅ Упрощает разбитие сложных вычислений на отдельные шаги.
⚠️ Важно:
- CTE всегда работает быстрее подзапросов или JOIN.
- Если CTE слишком большой, лучше использовать индексированные временные таблицы.",False
